icao24,split,pairCount,sessionCount,assignmentOrder,datasetVariantID,policyVersion
A5376F,validation,248,3,1009,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A539C9,test,120,1,1010,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A53BA4,train,182,1,1011,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A53D2C,train,435,1,1012,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A53D80,train,149,1,1013,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A53D9C,validation,104,1,1014,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A53EDD,test,81,2,1015,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A53F5B,train,13,1,1016,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A540E3,train,507,2,1017,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A54185,train,452,2,1018,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A54261,validation,433,2,1019,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5453C,test,183,2,1020,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A54AAE,train,464,1,1021,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5502B,train,95,1,1022,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A55723,train,41,1,1023,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A55731,validation,22,1,1024,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A559C1,test,51,1,1025,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A55F6C,train,184,1,1026,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A56050,train,634,2,1027,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5656C,train,78,2,1028,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A569C4,validation,106,1,1029,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A56F8E,test,440,1,1030,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5702C,train,251,1,1031,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A57429,train,178,1,1032,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A57534,train,11,1,1033,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A57AAB,validation,19,1,1034,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A57ED1,test,338,1,1035,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5818B,train,623,1,1036,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5822B,train,9,1,1037,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A58434,train,1018,2,1038,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5855E,validation,13,1,1039,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A58980,test,405,1,1040,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5916A,train,37,1,1041,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5941E,train,3,1,1042,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5958C,train,357,2,1043,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A59939,validation,91,1,1044,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5A1D3,test,241,2,1045,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5A30A,train,134,1,1046,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5A4C6,train,76,2,1047,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5A725,train,188,1,1048,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5AA21,validation,980,3,1049,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5AC3B,test,100,1,1050,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5B018,train,1,1,1051,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5B12A,train,113,1,1052,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5B954,train,60,1,1053,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5C2DC,validation,2,1,1054,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5C4E2,test,44,1,1055,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5C505,train,74,1,1056,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5C672,train,665,8,1057,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5C99B,train,114,3,1058,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5CC3C,validation,504,2,1059,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5CE40,test,220,2,1060,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D02E,train,220,2,1061,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D2F9,train,129,1,1062,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D319,train,307,2,1063,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D33B,validation,20,1,1064,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D4C3,test,272,2,1065,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D51C,train,701,3,1066,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D68A,train,92,1,1067,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D905,train,520,1,1068,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5D965,validation,418,1,1069,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5DD1C,test,230,2,1070,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5E748,train,102,2,1071,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5E75B,train,4,1,1072,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5E837,train,151,1,1073,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5EA9A,validation,4,1,1074,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5EF0E,test,71,2,1075,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A5F162,train,97,1,1076,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A606E4,train,57,1,1077,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A608AF,train,323,1,1078,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A60B77,validation,146,1,1079,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A60E95,test,128,3,1080,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A62063,train,161,2,1081,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A63756,train,624,1,1082,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A63BAA,train,53,1,1083,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A642CD,validation,1,1,1084,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A64342,test,170,1,1085,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A646B3,train,919,2,1086,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A64924,train,27,2,1087,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A64996,train,261,1,1088,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A64CE6,validation,82,2,1089,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A65104,test,89,3,1090,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A65484,train,588,3,1091,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A654CB,train,880,4,1092,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A657AD,train,240,1,1093,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A65927,validation,31,1,1094,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A65BBC,test,199,1,1095,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A65CCE,train,12,1,1096,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6630F,train,788,1,1097,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6652B,train,211,1,1098,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A665C5,validation,320,1,1099,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6697E,test,41,1,1100,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A669CE,train,219,1,1101,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A66CE0,train,347,4,1102,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A66CF7,train,7,2,1103,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A66DD9,validation,27,1,1104,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A66DEA,test,201,2,1105,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A66E03,train,426,1,1106,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A67050,train,153,1,1107,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A674AA,train,223,1,1108,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A67B75,validation,180,2,1109,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A67BD3,test,9,1,1110,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A67C3A,train,1,1,1111,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A67F81,train,928,4,1112,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A68103,train,396,2,1113,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A683A8,validation,523,2,1114,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6870A,test,71,1,1115,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6893C,train,29,1,1116,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A689D2,train,137,2,1117,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A68CD7,train,2,1,1118,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A68D02,validation,243,1,1119,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A68D82,test,120,1,1120,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A690A8,train,32,1,1121,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A697FD,train,37,1,1122,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69821,train,82,1,1123,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69BCD,validation,2,1,1124,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69BD9,test,195,1,1125,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69C14,train,6,1,1126,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69D77,train,17,1,1127,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69D78,train,81,1,1128,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69F3A,validation,264,2,1129,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A69F88,test,135,1,1130,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6A00B,train,2,1,1131,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6A1C0,train,34,1,1132,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6A6F3,train,49,1,1133,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6A7EB,validation,45,1,1134,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6AA7F,test,337,1,1135,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6AAA1,train,23,1,1136,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6AABA,train,150,1,1137,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6B0BD,train,373,2,1138,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6B4F7,validation,159,1,1139,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6B810,test,1,1,1140,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6B833,train,1,1,1141,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6BA85,train,264,1,1142,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6BF2C,train,238,1,1143,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6C013,validation,495,2,1144,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6C358,test,144,1,1145,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6C66D,train,122,4,1146,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6C781,train,147,2,1147,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6CB01,train,147,3,1148,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6CC45,validation,34,1,1149,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6CE36,test,66,1,1150,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6D26F,train,307,1,1151,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6D87F,train,28,1,1152,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6DFBF,train,66,1,1153,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6E361,validation,494,3,1154,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6E480,test,61,1,1155,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6E48B,train,410,1,1156,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6E89F,train,55,1,1157,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6F00D,train,135,1,1158,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6F367,validation,5,1,1159,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6F5FC,test,1575,4,1160,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6FEAD,train,45,1,1161,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A6FFFE,train,241,1,1162,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A70108,train,124,1,1163,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A70326,validation,242,2,1164,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A704BF,test,3,1,1165,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A707A3,train,1,1,1166,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A70F11,train,93,1,1167,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A70F80,train,171,1,1168,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A70F88,validation,295,1,1169,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7101E,test,452,1,1170,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A71291,train,210,1,1171,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A715BB,train,299,2,1172,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7167F,train,536,3,1173,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7178C,validation,190,1,1174,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A717B6,test,186,1,1175,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A71EFA,train,148,1,1176,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A72213,train,11,1,1177,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A724E3,train,679,2,1178,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A724E7,validation,558,2,1179,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A72567,test,195,2,1180,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A72BDA,train,279,2,1181,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A72C78,train,4,1,1182,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7302F,train,203,1,1183,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7337E,validation,138,1,1184,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7388A,test,19,1,1185,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A73A3E,train,46,1,1186,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A74535,train,24,2,1187,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7456C,train,99,1,1188,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A74611,validation,719,2,1189,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A74923,test,50,1,1190,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A749C8,train,5,1,1191,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A74FA2,train,312,1,1192,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A75103,train,522,4,1193,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A754B5,validation,82,1,1194,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7563A,test,306,1,1195,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7566A,train,53,1,1196,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A757AE,train,23,1,1197,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7608E,train,342,1,1198,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A76154,validation,523,2,1199,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A763EC,test,49,1,1200,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7668A,train,150,2,1201,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A76C79,train,1157,5,1202,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A77147,train,514,1,1203,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A771AF,validation,3,1,1204,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A77B76,test,6,1,1205,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A77EC5,train,86,2,1206,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A78922,train,211,1,1207,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A78BF4,train,348,2,1208,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A78C8F,validation,731,4,1209,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A78E09,test,447,1,1210,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7907C,train,28,1,1211,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A790B3,train,84,1,1212,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A797B4,train,40,1,1213,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A79BE7,validation,44,1,1214,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A79C55,test,480,4,1215,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7A08A,train,131,1,1216,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7A17B,train,1509,6,1217,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7A257,train,164,1,1218,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7A532,validation,388,2,1219,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7B08D,test,566,3,1220,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7B0CE,train,325,1,1221,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7B133,train,262,2,1222,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7B433,train,28,1,1223,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7B551,validation,13,1,1224,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7BBE9,test,496,5,1225,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7BF22,train,25,1,1226,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7BF69,train,172,3,1227,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7BFA0,train,143,1,1228,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7C4EF,validation,6,1,1229,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7C850,test,731,3,1230,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7D32E,train,219,1,1231,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7D598,train,623,1,1232,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7D754,train,142,2,1233,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7D9FC,validation,180,1,1234,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7DDCD,test,180,1,1235,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7DDE1,train,1120,3,1236,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7DE93,train,39,1,1237,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7DEF8,train,372,1,1238,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7E1C2,validation,437,2,1239,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7F08E,test,6,1,1240,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7F79B,train,28,2,1241,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7FA3B,train,938,6,1242,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7FA3E,train,3,1,1243,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7FDD5,validation,111,2,1244,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7FE2D,test,201,2,1245,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A7FF92,train,4,1,1246,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A804FE,train,51,1,1247,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8059B,train,151,1,1248,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A805F0,validation,37,1,1249,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A808F3,test,93,1,1250,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8092E,train,1001,5,1251,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A80939,train,2090,11,1252,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A809E7,train,455,2,1253,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A80A7C,validation,7,1,1254,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A81467,test,73,1,1255,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A81990,train,29,1,1256,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A81A78,train,220,1,1257,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8222C,train,23,1,1258,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8259B,validation,311,1,1259,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8271B,test,149,1,1260,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A827AC,train,1369,2,1261,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A82AA0,train,103,1,1262,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A837A6,train,54,1,1263,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A837A7,validation,45,1,1264,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A83C4F,test,126,1,1265,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A84177,train,1195,2,1266,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A851E0,train,16,1,1267,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8540B,train,448,1,1268,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A85887,validation,3,1,1269,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A85D14,test,560,3,1270,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A85FF5,train,264,1,1271,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A862F2,train,384,2,1272,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A86558,train,139,1,1273,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A866AA,validation,16,1,1274,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A869BC,test,444,2,1275,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A86A2B,train,364,1,1276,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8712A,train,31,2,1277,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A87318,train,45,1,1278,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A874E1,validation,285,2,1279,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A875DA,test,30,1,1280,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A877D3,train,80,2,1281,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A87898,train,507,2,1282,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A87907,train,129,1,1283,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A87C4F,validation,246,1,1284,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A87C53,test,534,1,1285,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A880FF,train,368,2,1286,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A883BD,train,187,2,1287,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A8847F,train,243,2,1288,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
A88700,validation,229,2,1289,expanded_post3day_v2,sorted_icao_repeating_3train_1validation_1test_v1
